"sku","product","handle","pid","vid","variant","price","vendor","ptype"
"GRACE-PT-S-150-NAT","GRACE","grace-natural","10149894258978","51759181103394","Platinum / Signature - SI1/H / 1.50 ct","17930.00","Orloff of Denmark","Engagement Ring"
"GRACE-14YG-P-030-LG","GRACE","grace-lab-grown","10149893964066","51759176253730","14K Yellow Gold / Prestige - VS1/F / 0.30 ct","1280.00","Orloff of Denmark","Engagement Ring"
"GRACE-14YG-S-030-LG","GRACE","grace-lab-grown","10149893964066","51759176286498","14K Yellow Gold / Signature - SI1/H / 0.30 ct","1230.00","Orloff of Denmark","Engagement Ring"
"GRACE-14WG-P-030-LG","GRACE","grace-lab-grown","10149893964066","51759176319266","14K White Gold / Prestige - VS1/F / 0.30 ct","1280.00","Orloff of Denmark","Engagement Ring"
"GRACE-14WG-S-030-LG","GRACE","grace-lab-grown","10149893964066","51759176352034","14K White Gold / Signature - SI1/H / 0.30 ct","1230.00","Orloff of Denmark","Engagement Ring"
"GRACE-14RG-P-030-LG","GRACE","grace-lab-grown","10149893964066","51759176384802","14K Rose Gold / Prestige - VS1/F / 0.30 ct","1280.00","Orloff of Denmark","Engagement Ring"
"GRACE-14RG-S-030-LG","GRACE","grace-lab-grown","10149893964066","51759176417570","14K Rose Gold / Signature - SI1/H / 0.30 ct","1230.00","Orloff of Denmark","Engagement Ring"
"GRACE-18YG-P-030-LG","GRACE","grace-lab-grown","10149893964066","51759176450338","18K Yellow Gold / Prestige - VS1/F / 0.30 ct","1610.00","Orloff of Denmark","Engagement Ring"
"GRACE-18YG-S-030-LG","GRACE","grace-lab-grown","10149893964066","51759176483106","18K Yellow Gold / Signature - SI1/H / 0.30 ct","1550.00","Orloff of Denmark","Engagement Ring"
"GRACE-18WG-P-030-LG","GRACE","grace-lab-grown","10149893964066","51759176515874","18K White Gold / Prestige - VS1/F / 0.30 ct","1610.00","Orloff of Denmark","Engagement Ring"
"GRACE-18WG-S-030-LG","GRACE","grace-lab-grown","10149893964066","51759176548642","18K White Gold / Signature - SI1/H / 0.30 ct","1550.00","Orloff of Denmark","Engagement Ring"
"GRACE-18RG-P-030-LG","GRACE","grace-lab-grown","10149893964066","51759176581410","18K Rose Gold / Prestige - VS1/F / 0.30 ct","1610.00","Orloff of Denmark","Engagement Ring"
"GRACE-18RG-S-030-LG","GRACE","grace-lab-grown","10149893964066","51759176614178","18K Rose Gold / Signature - SI1/H / 0.30 ct","1550.00","Orloff of Denmark","Engagement Ring"
"GRACE-PT-P-030-LG","GRACE","grace-lab-grown","10149893964066","51759176646946","Platinum / Prestige - VS1/F / 0.30 ct","1980.00","Orloff of Denmark","Engagement Ring"
"GRACE-PT-S-030-LG","GRACE","grace-lab-grown","10149893964066","51759176679714","Platinum / Signature - SI1/H / 0.30 ct","1920.00","Orloff of Denmark","Engagement Ring"
"GRACE-14YG-P-050-LG","GRACE","grace-lab-grown","10149893964066","51759176712482","14K Yellow Gold / Prestige - VS1/F / 0.50 ct","1580.00","Orloff of Denmark","Engagement Ring"
"GRACE-14YG-S-050-LG","GRACE","grace-lab-grown","10149893964066","51759176745250","14K Yellow Gold / Signature - SI1/H / 0.50 ct","1420.00","Orloff of Denmark","Engagement Ring"
"GRACE-14WG-P-050-LG","GRACE","grace-lab-grown","10149893964066","51759176778018","14K White Gold / Prestige - VS1/F / 0.50 ct","1580.00","Orloff of Denmark","Engagement Ring"
"GRACE-14WG-S-050-LG","GRACE","grace-lab-grown","10149893964066","51759176810786","14K White Gold / Signature - SI1/H / 0.50 ct","1420.00","Orloff of Denmark","Engagement Ring"
"GRACE-14RG-P-050-LG","GRACE","grace-lab-grown","10149893964066","51759176843554","14K Rose Gold / Prestige - VS1/F / 0.50 ct","1580.00","Orloff of Denmark","Engagement Ring"
"GRACE-14RG-S-050-LG","GRACE","grace-lab-grown","10149893964066","51759176876322","14K Rose Gold / Signature - SI1/H / 0.50 ct","1420.00","Orloff of Denmark","Engagement Ring"
"GRACE-18YG-P-050-LG","GRACE","grace-lab-grown","10149893964066","51759176909090","18K Yellow Gold / Prestige - VS1/F / 0.50 ct","1900.00","Orloff of Denmark","Engagement Ring"
"GRACE-18YG-S-050-LG","GRACE","grace-lab-grown","10149893964066","51759176941858","18K Yellow Gold / Signature - SI1/H / 0.50 ct","1740.00","Orloff of Denmark","Engagement Ring"
"GRACE-18WG-P-050-LG","GRACE","grace-lab-grown","10149893964066","51759176974626","18K White Gold / Prestige - VS1/F / 0.50 ct","1900.00","Orloff of Denmark","Engagement Ring"
"GRACE-18WG-S-050-LG","GRACE","grace-lab-grown","10149893964066","51759177007394","18K White Gold / Signature - SI1/H / 0.50 ct","1740.00","Orloff of Denmark","Engagement Ring"
"GRACE-18RG-P-050-LG","GRACE","grace-lab-grown","10149893964066","51759177040162","18K Rose Gold / Prestige - VS1/F / 0.50 ct","1900.00","Orloff of Denmark","Engagement Ring"
"GRACE-18RG-S-050-LG","GRACE","grace-lab-grown","10149893964066","51759177072930","18K Rose Gold / Signature - SI1/H / 0.50 ct","1740.00","Orloff of Denmark","Engagement Ring"
"GRACE-PT-P-050-LG","GRACE","grace-lab-grown","10149893964066","51759177105698","Platinum / Prestige - VS1/F / 0.50 ct","2270.00","Orloff of Denmark","Engagement Ring"
"GRACE-PT-S-050-LG","GRACE","grace-lab-grown","10149893964066","51759177138466","Platinum / Signature - SI1/H / 0.50 ct","2120.00","Orloff of Denmark","Engagement Ring"
"GRACE-14YG-P-075-LG","GRACE","grace-lab-grown","10149893964066","51759177171234","14K Yellow Gold / Prestige - VS1/F / 0.75 ct","2080.00","Orloff of Denmark","Engagement Ring"
"GRACE-14YG-S-075-LG","GRACE","grace-lab-grown","10149893964066","51759177204002","14K Yellow Gold / Signature - SI1/H / 0.75 ct","1820.00","Orloff of Denmark","Engagement Ring"
"GRACE-14WG-P-075-LG","GRACE","grace-lab-grown","10149893964066","51759177236770","14K White Gold / Prestige - VS1/F / 0.75 ct","2080.00","Orloff of Denmark","Engagement Ring"
"GRACE-14WG-S-075-LG","GRACE","grace-lab-grown","10149893964066","51759177269538","14K White Gold / Signature - SI1/H / 0.75 ct","1820.00","Orloff of Denmark","Engagement Ring"
"GRACE-14RG-P-075-LG","GRACE","grace-lab-grown","10149893964066","51759177302306","14K Rose Gold / Prestige - VS1/F / 0.75 ct","2080.00","Orloff of Denmark","Engagement Ring"
"GRACE-14RG-S-075-LG","GRACE","grace-lab-grown","10149893964066","51759177335074","14K Rose Gold / Signature - SI1/H / 0.75 ct","1820.00","Orloff of Denmark","Engagement Ring"
"GRACE-18YG-P-075-LG","GRACE","grace-lab-grown","10149893964066","51759177367842","18K Yellow Gold / Prestige - VS1/F / 0.75 ct","2400.00","Orloff of Denmark","Engagement Ring"
"GRACE-18YG-S-075-LG","GRACE","grace-lab-grown","10149893964066","51759177400610","18K Yellow Gold / Signature - SI1/H / 0.75 ct","2140.00","Orloff of Denmark","Engagement Ring"
"GRACE-18WG-P-075-LG","GRACE","grace-lab-grown","10149893964066","51759177433378","18K White Gold / Prestige - VS1/F / 0.75 ct","2400.00","Orloff of Denmark","Engagement Ring"
"GRACE-18WG-S-075-LG","GRACE","grace-lab-grown","10149893964066","51759177466146","18K White Gold / Signature - SI1/H / 0.75 ct","2140.00","Orloff of Denmark","Engagement Ring"
"GRACE-18RG-P-075-LG","GRACE","grace-lab-grown","10149893964066","51759177498914","18K Rose Gold / Prestige - VS1/F / 0.75 ct","2400.00","Orloff of Denmark","Engagement Ring"
"GRACE-18RG-S-075-LG","GRACE","grace-lab-grown","10149893964066","51759177531682","18K Rose Gold / Signature - SI1/H / 0.75 ct","2140.00","Orloff of Denmark","Engagement Ring"
"GRACE-PT-P-075-LG","GRACE","grace-lab-grown","10149893964066","51759177564450","Platinum / Prestige - VS1/F / 0.75 ct","2770.00","Orloff of Denmark","Engagement Ring"
"GRACE-PT-S-075-LG","GRACE","grace-lab-grown","10149893964066","51759177597218","Platinum / Signature - SI1/H / 0.75 ct","2510.00","Orloff of Denmark","Engagement Ring"
"GRACE-14YG-P-100-LG","GRACE","grace-lab-grown","10149893964066","51759177629986","14K Yellow Gold / Prestige - VS1/F / 1.00 ct","3090.00","Orloff of Denmark","Engagement Ring"
"GRACE-14YG-S-100-LG","GRACE","grace-lab-grown","10149893964066","51759177662754","14K Yellow Gold / Signature - SI1/H / 1.00 ct","2600.00","Orloff of Denmark","Engagement Ring"
"GRACE-14WG-P-100-LG","GRACE","grace-lab-grown","10149893964066","51759177695522","14K White Gold / Prestige - VS1/F / 1.00 ct","3090.00","Orloff of Denmark","Engagement Ring"
"GRACE-14WG-S-100-LG","GRACE","grace-lab-grown","10149893964066","51759177728290","14K White Gold / Signature - SI1/H / 1.00 ct","2600.00","Orloff of Denmark","Engagement Ring"
"GRACE-14RG-P-100-LG","GRACE","grace-lab-grown","10149893964066","51759177761058","14K Rose Gold / Prestige - VS1/F / 1.00 ct","3090.00","Orloff of Denmark","Engagement Ring"
"GRACE-14RG-S-100-LG","GRACE","grace-lab-grown","10149893964066","51759177793826","14K Rose Gold / Signature - SI1/H / 1.00 ct","2600.00","Orloff of Denmark","Engagement Ring"
"GRACE-18YG-P-100-LG","GRACE","grace-lab-grown","10149893964066","51759177826594","18K Yellow Gold / Prestige - VS1/F / 1.00 ct","3410.00","Orloff of Denmark","Engagement Ring"
"GRACE-18YG-S-100-LG","GRACE","grace-lab-grown","10149893964066","51759177859362","18K Yellow Gold / Signature - SI1/H / 1.00 ct","2940.00","Orloff of Denmark","Engagement Ring"
"GRACE-18WG-P-100-LG","GRACE","grace-lab-grown","10149893964066","51759177892130","18K White Gold / Prestige - VS1/F / 1.00 ct","3410.00","Orloff of Denmark","Engagement Ring"
"GRACE-18WG-S-100-LG","GRACE","grace-lab-grown","10149893964066","51759177924898","18K White Gold / Signature - SI1/H / 1.00 ct","2940.00","Orloff of Denmark","Engagement Ring"
"GRACE-18RG-P-100-LG","GRACE","grace-lab-grown","10149893964066","51759177957666","18K Rose Gold / Prestige - VS1/F / 1.00 ct","3410.00","Orloff of Denmark","Engagement Ring"
"GRACE-18RG-S-100-LG","GRACE","grace-lab-grown","10149893964066","51759177990434","18K Rose Gold / Signature - SI1/H / 1.00 ct","2940.00","Orloff of Denmark","Engagement Ring"
"GRACE-PT-P-100-LG","GRACE","grace-lab-grown","10149893964066","51759178023202","Platinum / Prestige - VS1/F / 1.00 ct","3780.00","Orloff of Denmark","Engagement Ring"
"GRACE-PT-S-100-LG","GRACE","grace-lab-grown","10149893964066","51759178055970","Platinum / Signature - SI1/H / 1.00 ct","3310.00","Orloff of Denmark","Engagement Ring"
"GRACE-14YG-P-150-LG","GRACE","grace-lab-grown","10149893964066","51759178088738","14K Yellow Gold / Prestige - VS1/F / 1.50 ct","4990.00","Orloff of Denmark","Engagement Ring"
"GRACE-14YG-S-150-LG","GRACE","grace-lab-grown","10149893964066","51759178121506","14K Yellow Gold / Signature - SI1/H / 1.50 ct","4050.00","Orloff of Denmark","Engagement Ring"
"GRACE-14WG-P-150-LG","GRACE","grace-lab-grown","10149893964066","51759178154274","14K White Gold / Prestige - VS1/F / 1.50 ct","4990.00","Orloff of Denmark","Engagement Ring"
"GRACE-14WG-S-150-LG","GRACE","grace-lab-grown","10149893964066","51759178187042","14K White Gold / Signature - SI1/H / 1.50 ct","4050.00","Orloff of Denmark","Engagement Ring"
"GRACE-14RG-P-150-LG","GRACE","grace-lab-grown","10149893964066","51759178219810","14K Rose Gold / Prestige - VS1/F / 1.50 ct","4990.00","Orloff of Denmark","Engagement Ring"
"GRACE-14RG-S-150-LG","GRACE","grace-lab-grown","10149893964066","51759178252578","14K Rose Gold / Signature - SI1/H / 1.50 ct","4050.00","Orloff of Denmark","Engagement Ring"
"GRACE-18YG-P-150-LG","GRACE","grace-lab-grown","10149893964066","51759178285346","18K Yellow Gold / Prestige - VS1/F / 1.50 ct","5310.00","Orloff of Denmark","Engagement Ring"
"GRACE-18YG-S-150-LG","GRACE","grace-lab-grown","10149893964066","51759178318114","18K Yellow Gold / Signature - SI1/H / 1.50 ct","4380.00","Orloff of Denmark","Engagement Ring"
"GRACE-18WG-P-150-LG","GRACE","grace-lab-grown","10149893964066","51759178350882","18K White Gold / Prestige - VS1/F / 1.50 ct","5310.00","Orloff of Denmark","Engagement Ring"
"GRACE-18WG-S-150-LG","GRACE","grace-lab-grown","10149893964066","51759178383650","18K White Gold / Signature - SI1/H / 1.50 ct","4380.00","Orloff of Denmark","Engagement Ring"
"GRACE-18RG-P-150-LG","GRACE","grace-lab-grown","10149893964066","51759178416418","18K Rose Gold / Prestige - VS1/F / 1.50 ct","5310.00","Orloff of Denmark","Engagement Ring"
"GRACE-18RG-S-150-LG","GRACE","grace-lab-grown","10149893964066","51759178449186","18K Rose Gold / Signature - SI1/H / 1.50 ct","4380.00","Orloff of Denmark","Engagement Ring"
"GRACE-PT-P-150-LG","GRACE","grace-lab-grown","10149893964066","51759178481954","Platinum / Prestige - VS1/F / 1.50 ct","5680.00","Orloff of Denmark","Engagement Ring"
"GRACE-PT-S-150-LG","GRACE","grace-lab-grown","10149893964066","51759178514722","Platinum / Signature - SI1/H / 1.50 ct","4750.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-P-030-NAT","SARA","sara-natural","10149892423970","51759172419874","14K Yellow Gold / Prestige - VS1/F / 0.30 ct","2990.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-S-030-NAT","SARA","sara-natural","10149892423970","51759172452642","14K Yellow Gold / Signature - SI1/H / 0.30 ct","2740.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-P-030-NAT","SARA","sara-natural","10149892423970","51759172485410","14K White Gold / Prestige - VS1/F / 0.30 ct","3320.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-S-030-NAT","SARA","sara-natural","10149892423970","51759172518178","14K White Gold / Signature - SI1/H / 0.30 ct","2740.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-P-030-NAT","SARA","sara-natural","10149892423970","51759172550946","14K Rose Gold / Prestige - VS1/F / 0.30 ct","2990.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-S-030-NAT","SARA","sara-natural","10149892423970","51759172583714","14K Rose Gold / Signature - SI1/H / 0.30 ct","2740.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-P-030-NAT","SARA","sara-natural","10149892423970","51759172616482","18K Yellow Gold / Prestige - VS1/F / 0.30 ct","3320.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-S-030-NAT","SARA","sara-natural","10149892423970","51759172649250","18K Yellow Gold / Signature - SI1/H / 0.30 ct","3080.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-P-030-NAT","SARA","sara-natural","10149892423970","51759172682018","18K White Gold / Prestige - VS1/F / 0.30 ct","3320.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-S-030-NAT","SARA","sara-natural","10149892423970","51759172714786","18K White Gold / Signature - SI1/H / 0.30 ct","3080.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-P-030-NAT","SARA","sara-natural","10149892423970","51759172747554","18K Rose Gold / Prestige - VS1/F / 0.30 ct","3320.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-S-030-NAT","SARA","sara-natural","10149892423970","51759172780322","18K Rose Gold / Signature - SI1/H / 0.30 ct","3080.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-P-030-NAT","SARA","sara-natural","10149892423970","51759172813090","Platinum / Prestige - VS1/F / 0.30 ct","3680.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-S-030-NAT","SARA","sara-natural","10149892423970","51759172845858","Platinum / Signature - SI1/H / 0.30 ct","3420.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-P-050-NAT","SARA","sara-natural","10149892423970","51759172878626","14K Yellow Gold / Prestige - VS1/F / 0.50 ct","4040.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-S-050-NAT","SARA","sara-natural","10149892423970","51759172911394","14K Yellow Gold / Signature - SI1/H / 0.50 ct","3620.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-P-050-NAT","SARA","sara-natural","10149892423970","51759172944162","14K White Gold / Prestige - VS1/F / 0.50 ct","3970.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-S-050-NAT","SARA","sara-natural","10149892423970","51759172976930","14K White Gold / Signature - SI1/H / 0.50 ct","3620.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-P-050-NAT","SARA","sara-natural","10149892423970","51759173009698","14K Rose Gold / Prestige - VS1/F / 0.50 ct","4040.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-S-050-NAT","SARA","sara-natural","10149892423970","51759173042466","14K Rose Gold / Signature - SI1/H / 0.50 ct","3620.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-P-050-NAT","SARA","sara-natural","10149892423970","51759173075234","18K Yellow Gold / Prestige - VS1/F / 0.50 ct","4370.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-S-050-NAT","SARA","sara-natural","10149892423970","51759173108002","18K Yellow Gold / Signature - SI1/H / 0.50 ct","3950.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-P-050-NAT","SARA","sara-natural","10149892423970","51759173140770","18K White Gold / Prestige - VS1/F / 0.50 ct","4370.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-S-050-NAT","SARA","sara-natural","10149892423970","51759173173538","18K White Gold / Signature - SI1/H / 0.50 ct","3950.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-P-050-NAT","SARA","sara-natural","10149892423970","51759173206306","18K Rose Gold / Prestige - VS1/F / 0.50 ct","4370.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-S-050-NAT","SARA","sara-natural","10149892423970","51759173239074","18K Rose Gold / Signature - SI1/H / 0.50 ct","3950.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-P-050-NAT","SARA","sara-natural","10149892423970","51759173271842","Platinum / Prestige - VS1/F / 0.50 ct","4730.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-S-050-NAT","SARA","sara-natural","10149892423970","51759173304610","Platinum / Signature - SI1/H / 0.50 ct","4310.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-P-075-NAT","SARA","sara-natural","10149892423970","51759173337378","14K Yellow Gold / Prestige - VS1/F / 0.75 ct","6410.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-S-075-NAT","SARA","sara-natural","10149892423970","51759173370146","14K Yellow Gold / Signature - SI1/H / 0.75 ct","5360.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-P-075-NAT","SARA","sara-natural","10149892423970","51759173402914","14K White Gold / Prestige - VS1/F / 0.75 ct","5270.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-S-075-NAT","SARA","sara-natural","10149892423970","51759173435682","14K White Gold / Signature - SI1/H / 0.75 ct","5360.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-P-075-NAT","SARA","sara-natural","10149892423970","51759173468450","14K Rose Gold / Prestige - VS1/F / 0.75 ct","6410.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-S-075-NAT","SARA","sara-natural","10149892423970","51759173501218","14K Rose Gold / Signature - SI1/H / 0.75 ct","5360.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-P-075-NAT","SARA","sara-natural","10149892423970","51759173533986","18K Yellow Gold / Prestige - VS1/F / 0.75 ct","6730.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-S-075-NAT","SARA","sara-natural","10149892423970","51759173566754","18K Yellow Gold / Signature - SI1/H / 0.75 ct","5680.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-P-075-NAT","SARA","sara-natural","10149892423970","51759173599522","18K White Gold / Prestige - VS1/F / 0.75 ct","6730.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-S-075-NAT","SARA","sara-natural","10149892423970","51759173632290","18K White Gold / Signature - SI1/H / 0.75 ct","5680.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-P-075-NAT","SARA","sara-natural","10149892423970","51759173665058","18K Rose Gold / Prestige - VS1/F / 0.75 ct","6730.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-S-075-NAT","SARA","sara-natural","10149892423970","51759173697826","18K Rose Gold / Signature - SI1/H / 0.75 ct","5680.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-P-075-NAT","SARA","sara-natural","10149892423970","51759173730594","Platinum / Prestige - VS1/F / 0.75 ct","7090.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-S-075-NAT","SARA","sara-natural","10149892423970","51759173763362","Platinum / Signature - SI1/H / 0.75 ct","6040.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-P-100-NAT","SARA","sara-natural","10149892423970","51759173796130","14K Yellow Gold / Prestige - VS1/F / 1.00 ct","10650.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-S-100-NAT","SARA","sara-natural","10149892423970","51759173828898","14K Yellow Gold / Signature - SI1/H / 1.00 ct","8240.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-P-100-NAT","SARA","sara-natural","10149892423970","51759173861666","14K White Gold / Prestige - VS1/F / 1.00 ct","9510.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-S-100-NAT","SARA","sara-natural","10149892423970","51759173894434","14K White Gold / Signature - SI1/H / 1.00 ct","8240.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-P-100-NAT","SARA","sara-natural","10149892423970","51759173927202","14K Rose Gold / Prestige - VS1/F / 1.00 ct","10650.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-S-100-NAT","SARA","sara-natural","10149892423970","51759173959970","14K Rose Gold / Signature - SI1/H / 1.00 ct","8240.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-P-100-NAT","SARA","sara-natural","10149892423970","51759173992738","18K Yellow Gold / Prestige - VS1/F / 1.00 ct","10970.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-S-100-NAT","SARA","sara-natural","10149892423970","51759174025506","18K Yellow Gold / Signature - SI1/H / 1.00 ct","8570.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-P-100-NAT","SARA","sara-natural","10149892423970","51759174058274","18K White Gold / Prestige - VS1/F / 1.00 ct","10970.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-S-100-NAT","SARA","sara-natural","10149892423970","51759174091042","18K White Gold / Signature - SI1/H / 1.00 ct","8570.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-P-100-NAT","SARA","sara-natural","10149892423970","51759174123810","18K Rose Gold / Prestige - VS1/F / 1.00 ct","10970.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-S-100-NAT","SARA","sara-natural","10149892423970","51759174156578","18K Rose Gold / Signature - SI1/H / 1.00 ct","8570.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-P-100-NAT","SARA","sara-natural","10149892423970","51759174189346","Platinum / Prestige - VS1/F / 1.00 ct","11330.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-S-100-NAT","SARA","sara-natural","10149892423970","51759174222114","Platinum / Signature - SI1/H / 1.00 ct","8930.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-P-150-NAT","SARA","sara-natural","10149892423970","51759174254882","14K Yellow Gold / Prestige - VS1/F / 1.50 ct","20570.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-S-150-NAT","SARA","sara-natural","10149892423970","51759174287650","14K Yellow Gold / Signature - SI1/H / 1.50 ct","17640.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-P-150-NAT","SARA","sara-natural","10149892423970","51759174320418","14K White Gold / Prestige - VS1/F / 1.50 ct","19440.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-S-150-NAT","SARA","sara-natural","10149892423970","51759174353186","14K White Gold / Signature - SI1/H / 1.50 ct","17640.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-P-150-NAT","SARA","sara-natural","10149892423970","51759174385954","14K Rose Gold / Prestige - VS1/F / 1.50 ct","20570.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-S-150-NAT","SARA","sara-natural","10149892423970","51759174418722","14K Rose Gold / Signature - SI1/H / 1.50 ct","17640.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-P-150-NAT","SARA","sara-natural","10149892423970","51759174451490","18K Yellow Gold / Prestige - VS1/F / 1.50 ct","20900.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-S-150-NAT","SARA","sara-natural","10149892423970","51759174484258","18K Yellow Gold / Signature - SI1/H / 1.50 ct","17970.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-P-150-NAT","SARA","sara-natural","10149892423970","51759174517026","18K White Gold / Prestige - VS1/F / 1.50 ct","20900.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-S-150-NAT","SARA","sara-natural","10149892423970","51759174549794","18K White Gold / Signature - SI1/H / 1.50 ct","17970.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-P-150-NAT","SARA","sara-natural","10149892423970","51759174582562","18K Rose Gold / Prestige - VS1/F / 1.50 ct","20900.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-S-150-NAT","SARA","sara-natural","10149892423970","51759174615330","18K Rose Gold / Signature - SI1/H / 1.50 ct","17970.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-P-150-NAT","SARA","sara-natural","10149892423970","51759174648098","Platinum / Prestige - VS1/F / 1.50 ct","21250.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-S-150-NAT","SARA","sara-natural","10149892423970","51759174680866","Platinum / Signature - SI1/H / 1.50 ct","18320.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-P-030-LG","SARA","sara-lab-grown","10149892161826","51759169896738","14K Yellow Gold / Prestige - VS1/F / 0.30 ct","1410.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-S-030-LG","SARA","sara-lab-grown","10149892161826","51759169929506","14K Yellow Gold / Signature - SI1/H / 0.30 ct","1350.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-P-030-LG","SARA","sara-lab-grown","10149892161826","51759169962274","14K White Gold / Prestige - VS1/F / 0.30 ct","1730.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-S-030-LG","SARA","sara-lab-grown","10149892161826","51759169995042","14K White Gold / Signature - SI1/H / 0.30 ct","1350.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-P-030-LG","SARA","sara-lab-grown","10149892161826","51759170027810","14K Rose Gold / Prestige - VS1/F / 0.30 ct","1410.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-S-030-LG","SARA","sara-lab-grown","10149892161826","51759170060578","14K Rose Gold / Signature - SI1/H / 0.30 ct","1350.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-P-030-LG","SARA","sara-lab-grown","10149892161826","51759170093346","18K Yellow Gold / Prestige - VS1/F / 0.30 ct","1730.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-S-030-LG","SARA","sara-lab-grown","10149892161826","51759170126114","18K Yellow Gold / Signature - SI1/H / 0.30 ct","1680.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-P-030-LG","SARA","sara-lab-grown","10149892161826","51759170158882","18K White Gold / Prestige - VS1/F / 0.30 ct","1730.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-S-030-LG","SARA","sara-lab-grown","10149892161826","51759170191650","18K White Gold / Signature - SI1/H / 0.30 ct","1680.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-P-030-LG","SARA","sara-lab-grown","10149892161826","51759170224418","18K Rose Gold / Prestige - VS1/F / 0.30 ct","1730.00","Orloff of Denmark","Engagement Ring"
