invoice_row,model_no,sku,handle,product_name,line,type,category,price_tier,retail_thb,cost_usd,weight_g,size_mm,material,metal_finish,stone,stock_qty,description_html,image_url_1,seo_title,seo_description,quote_text,notes
515,ORGCBB1-19-K,ORGCBB1-19-K,snake-chain-bracelet-with-enamel-accent-19cm-black,"Snake Chain Bracelet with Enamel Accent, 19cm, Black",A,Bracelet,,Base,,23.95,16.50,19cm,925 Sterling Silver,Rhodium plating + enamel,,7,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
516,ORGCBB1-19-B,ORGCBB1-19-B,snake-chain-bracelet-with-enamel-accent-19cm-blue,"Snake Chain Bracelet with Enamel Accent, 19cm, Blue",A,Bracelet,,Base,,23.95,16.50,19cm,925 Sterling Silver,Rhodium plating + enamel,,8,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
517,ORGCBB1-19-G,ORGCBB1-19-G,snake-chain-bracelet-with-enamel-accent-19cm-flower,"Snake Chain Bracelet with Enamel Accent, 19cm, Flower",A,Bracelet,,Base,,23.95,14.40,19cm,925 Sterling Silver,Rhodium plating + enamel,,8,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
518,ORGCBB1-21-W,ORGCBB1-21-W,snake-chain-bracelet-with-enamel-accent-21cm-white,"Snake Chain Bracelet with Enamel Accent, 21cm, White",A,Bracelet,,Base,,26.85,16.50,21cm,925 Sterling Silver,Rhodium plating + enamel,,5,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
519,ORGCBB1-21-R,ORGCBB1-21-R,snake-chain-bracelet-with-enamel-accent-21cm-red,"Snake Chain Bracelet with Enamel Accent, 21cm, Red",A,Bracelet,,Base,,26.85,16.50,21cm,925 Sterling Silver,Rhodium plating + enamel,,8,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
520,ORGCBB1-21-K,ORGCBB1-21-K,snake-chain-bracelet-with-enamel-accent-21cm-black,"Snake Chain Bracelet with Enamel Accent, 21cm, Black",A,Bracelet,,Base,,26.85,16.50,21cm,925 Sterling Silver,Rhodium plating + enamel,,8,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
521,ORGCBB1-21-B,ORGCBB1-21-B,snake-chain-bracelet-with-enamel-accent-21cm-blue,"Snake Chain Bracelet with Enamel Accent, 21cm, Blue",A,Bracelet,,Base,,26.85,16.50,21cm,925 Sterling Silver,Rhodium plating + enamel,,8,,,,,,"Model as real Shopify variants (Colour x Size), per Appendix A9"
525,ORGCB56-L,ORGCB56-L,,,A,Charm,,,,7.57,4.00,17*12*2mm,925 Sterling Silver,Rhodium plated+blue enamel,,27,,,,,,Needs photography for visual identification before naming
526,GCB56-R,GCB56-R,,,A,Charm,,,,7.57,4.00,17*12*2mm,925 Sterling Silver,Rhodium plated+red enamel,,27,,,,,,Needs photography for visual identification before naming
527,ORGCB177,ORGCB177,,,A,Charm,,,,5.62,2.5,11mm,925 Sterling Silver,Rhodium plated,,28,,,,,,Needs photography for visual identification before naming
528,ORGCB175,ORGCB175,,,A,Charm,,,,5.62,2.5,11mm,925 Sterling Silver,Rhodium plated,,26,,,,,,Needs photography for visual identification before naming
529,ORGCB109,ORGCB109,,,A,Charm,,,,15.58,8.73,20*11mm,925 Sterling Silver,Oxide silver,,28,,,,,,Needs photography for visual identification before naming
530,ORGCB110,ORGCB110,,,A,Charm,,,,3.05,1,16.5*10mm,925 Sterling Silver,Oxide silver,,27,,,,,,Needs photography for visual identification before naming
531,ORGCB182-1,ORGCB182-1,aristotle-quote-charm-through-discipline-comes-freedom,"Aristotle Quote Charm, Through discipline comes freedom.",A,Charm,,Statement,,8.33,3.1,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,12,,,,,Through discipline comes freedom.,NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
532,ORGCB182-2,ORGCB182-2,aristotle-quote-charm-happiness-depends-upon-ourselves,"Aristotle Quote Charm, Happiness depends upon ourselves.",A,Charm,,Statement,,8.33,3.1,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,12,,,,,Happiness depends upon ourselves.,NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
533,ORGCB182-3,ORGCB182-3,aristotle-quote-charm-a-friend-is-a-second-self,"Aristotle Quote Charm, A friend is a second self.",A,Charm,,Statement,,8.33,3.1,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,12,,,,,A friend is a second self.,NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
534,ORGCB182-5,ORGCB182-5,aristotle-quote-charm-the-more-you-know-the-more-you-know-you-dont-know,"Aristotle Quote Charm, The more you know, the more you know you don't know.",A,Charm,,Statement,,8.33,3,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,11,,,,,"The more you know, the more you know you don't know.",NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
535,ORGCB182-6,ORGCB182-6,aristotle-quote-charm-the-roots-of-education-are-bitter-but-the-fruit-is-sweet,"Aristotle Quote Charm, The roots of education are bitter, but the fruit is sweet.",A,Charm,,Statement,,8.33,3,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,11,,,,,"The roots of education are bitter, but the fruit is sweet.",NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
536,ORGCB182-7,ORGCB182-7,aristotle-quote-charm-happiness-is-the-meaning-and-the-purpose-of-life-the-whole-aim-and-end-of-human-existence,"Aristotle Quote Charm, Happiness is the meaning and the purpose of life, the whole aim and end of human existence.",A,Charm,,Statement,,8.33,3,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,11,,,,,"Happiness is the meaning and the purpose of life, the whole aim and end of human existence.",NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
537,ORGCB182-8,ORGCB182-8,aristotle-quote-charm-knowing-yourself-is-the-beginning-of-all-wisdom,"Aristotle Quote Charm, Knowing yourself is the beginning of all wisdom.",A,Charm,,Statement,,8.33,3,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,12,,,,,Knowing yourself is the beginning of all wisdom.,NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
538,ORGCB184-1,ORGCB184-1,lao-tzu-quote-charm-the-journey-of-a-thousand-miles-begins-with-one-step,"Lao Tzu Quote Charm, The journey of a thousand miles begins with one step.",A,Charm,,Statement,,8.33,3.1,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,11,,,,,The journey of a thousand miles begins with one step.,NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
539,ORGCB184-2,ORGCB184-2,lao-tzu-quote-charm-care-about-what-other-people-think-and-you-will-always-be-their-prisoner,"Lao Tzu Quote Charm, Care about what other people think and you will always be their prisoner.",A,Charm,,Statement,,8.33,3.1,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,10,,,,,Care about what other people think and you will always be their prisoner.,NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
540,ORGCB184-3,ORGCB184-3,lao-tzu-quote-charm-silence-is-a-source-of-great-strength,"Lao Tzu Quote Charm, Silence is a source of Great Strength.",A,Charm,,Statement,,8.33,3.1,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,12,,,,,Silence is a source of Great Strength.,NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
541,ORGCB184-4,ORGCB184-4,lao-tzu-quote-charm-the-flame-that-burns-twice-as-bright-burns-half-as-long,"Lao Tzu Quote Charm, The flame that burns Twice as bright burns half as long.",A,Charm,,Statement,,8.33,3,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,10,,,,,The flame that burns Twice as bright burns half as long.,NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
542,ORGCB184-5,ORGCB184-5,lao-tzu-quote-charm-being-deeply-loved-by-someone-gives-you-strength-while-loving-someone-deeply-gives-you-courage,"Lao Tzu Quote Charm, Being deeply loved by someone gives you strength, while loving someone deeply gives you courage.",A,Charm,,Statement,,8.33,3,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,12,,,,,"Being deeply loved by someone gives you strength, while loving someone deeply gives you courage.",NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
543,ORGCB184-6,ORGCB184-6,lao-tzu-quote-charm-a-good-traveler-has-no-fixed-plans-and-is-not-intent-on-arriving,"Lao Tzu Quote Charm, A good traveler has no fixed plans and is not intent on arriving.",A,Charm,,Statement,,8.33,3,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,12,,,,,A good traveler has no fixed plans and is not intent on arriving.,NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
544,ORGCB184-7,ORGCB184-7,lao-tzu-quote-charm-the-best-fighter-is-never-angry,"Lao Tzu Quote Charm, The best fighter is never angry.",A,Charm,,Statement,,8.33,3,12*17*2.5mm,925 Sterling Silver,Rhodium plated+sand effect,,10,,,,,The best fighter is never angry.,NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
545,ORGCB185-14K,ORGCB185-14K,,,A,Charm,,,,7.86,3.5,18.2*14*4.5mm,925 Sterling Silver,gold plating + yellow enamel,,27,,,,,,Needs photography for visual identification before naming
546,ORGCB186-1,ORGCB186-1,engraved-quote-charm-every-time-you-smile-at-someone-it-is-an-action-of-love-a-gift-to-that-person-a-beautiful-thing,"Engraved Quote Charm, Every time you smile at someone, it is an action of love, a gift to that person, a beautiful thing.",A,Charm,,Statement,,7.86,3.3,16.4*14*3mm,925 Sterling Silver,Rhodium plated+black enamel,,12,,,,,"Every time you smile at someone, it is an action of love, a gift to that person, a beautiful thing.",NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
547,ORGCB186-2,ORGCB186-2,engraved-quote-charm-life-is-like-a-mirror-smile-at-it-and-it-smiles-back-at-you,"Engraved Quote Charm, Life is like a mirror. Smile at it and it smiles back at you.",A,Charm,,Statement,,7.86,3.3,16.4*14*3mm,925 Sterling Silver,Rhodium plated+black enamel,,13,,,,,Life is like a mirror. Smile at it and it smiles back at you.,NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
548,ORGCB181,ORGCB181,,,A,Charm,,,,5.60,2,17*12mm,925 Sterling Silver,gold plating + purple+green,enamel,27,,,,,,Needs photography for visual identification before naming
549,ORGCB187-14K-1,ORGCB187-14K-1,engraved-quote-charm-shoot-for-the-moon-even-if-you-miss-youll-land-among-the-stars-1414mm,"Engraved Quote Charm, Shoot for the moon. Even if you miss, you'll land among the stars. 14.14mm",A,Charm,,Statement,,5.48,2,14.14mm,925 Sterling Silver,gold plating + dark blue,enamel,13,,,,,"Shoot for the moon. Even if you miss, you'll land among the stars. 14.14mm",NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
550,ORGCB187-14K-2,ORGCB187-14K-2,engraved-quote-charm-nothing-is-impossible-the-word-itself-says-im-possible-1414mm,"Engraved Quote Charm, Nothing is impossible, the word itself says, I'm possible. 14.14mm",A,Charm,,Statement,,5.48,2,14.14mm,925 Sterling Silver,gold plating + dark blue,enamel,12,,,,,"Nothing is impossible, the word itself says, I'm possible. 14.14mm",NAME FORMAT NEEDS DECISION: handoff says quote verbatim in name; some run 90+ chars
551,ORCB145,ORCB145,,,A,Charm,,,,6.13,2.3,12mm,925 Sterling Silver + AAAA,14K gold plated,CZ+Enamel,15,,,,,,Needs photography for visual identification before naming
