"SKU","Parent Product SKU","Product Name","Category","Price Type","Unit","Tax-Inclusive Price","Min Price","Max Price","Cost","Supplier Price","Product Tags","Inventory Type","Track Stock Levels","Barcode","Variant Name 1","Variant Value 1","Variant Name 2","Variant Value 2","Variant Name 3","Variant Value 3","Supplier","Tax Name","Store Credits","Kitchen Station","ORLOFF OF DENMARK (BLUPORT)_Quantity","ORLOFF OF DENMARK (BLUPORT)_Warning Stock Level","ORLOFF OF DENMARK (BLUPORT)_Ideal Stock Level","Online Price","Online Discounted Price","Product Description"
"ORCB209","","Tree of Life Heart Charm, Turquoise","Nature","Fixed","","1200","","","219.30","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","21","2","","1200","","Turquoise enamel heart behind a silver tree with heart shaped leaves.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Enamel

Size: 23.5mm

Weight: 1.8g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB21","","Palm Tree Charm","Nature","Fixed","","900","","","97.58","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Palm tree dangle set with green stones.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Green CZ

Size: 22mm

Weight: 1.03g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB210","","Tree of Life Dangle, Scrolled","Nature","Fixed","","1200","","","196.18","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","1200","","Scrolled tree dangle tipped with clear stones.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: none

Size: 24mm

Weight: 1.8g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB211","","Tree of Life Heart Dangle, Pink","Nature","Fixed","","1600","","","225.08","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","21","2","","1600","","Openwork leafed heart layered over a pink enamel heart.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Enamel

Size: 21mm

Weight: 2.0g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB212","","Tree of Life Dangle, Blue Stones","Nature","Fixed","","900","","","146.20","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","Simple branching tree with round blue stones for fruit.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: Blue

Size: 22mm

Weight: 1.3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB213","","Tree of Life Dangle, Beaded Ring","Nature","Fixed","","1200","","","220.66","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","21","2","","1200","","Tree with stone set leaves inside a beaded circle.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: White

Size: 24mm

Weight: 2.0g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB214","","Flamingo Charm","Animals","Fixed","","1200","","","156.40","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","19","2","","1200","","Openwork round bead with a flamingo silhouette.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Stone: None

Size: 11mm

Weight: 1.6g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB215","","Flamingo Charm, Magenta","Animals","Fixed","","1200","","","207.06","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","1200","","Deep pink flamingo dangle with a pave wing.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Enamel

Size: 28mm

Weight: 2.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB216","","Flamingo Charm, Pale Pink","Animals","Fixed","","1600","","","224.74","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","1600","","Pale pink flamingo dangle with a pave wing and pink stone bail.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Enamel

Size: 26mm

Weight: 2.3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB217","","Camel Charm","Animals","Fixed","","1600","","","242.42","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","21","2","","1600","","Standing camel under a blanket set with green and orange stones.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Enamel

Size: 24mm

Weight: 2.7g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB218","","Dinosaur Charm","Animals","Fixed","","1600","","","222.70","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","12","2","","1600","","Green enamel dinosaur dangle with silver spines.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Enamel

Size: 24mm

Weight: 2.5g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB219","","Rubber Duck Charm","Animals","Fixed","","1200","","","209.10","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","1200","","Yellow enamel duck sitting in a ring float.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Enamel

Size: 19mm

Weight: 2.2g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB22","","Daisy Heart Charm","Milestones & Sentiment","Fixed","","1200","","","156.06","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Heart bead with a red and yellow enamel daisy set inside.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Pink+Yellow Enamel

Size: 10mm

Weight: 2.23g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB220","","Giraffe Charm, Brown Spots","Animals","Fixed","","1600","","","251.94","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","1600","","Giraffe with brown enamel markings and a pave mane.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Enamel

Size: 25mm

Weight: 2.0g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB221","","Carousel Horse Charm","Animals","Fixed","","1200","","","215.90","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","19","2","","1200","","Black enamel horse with a red and yellow saddle.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Stone: None

Size: 19mm

Weight: 2.0g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB23","","Daisy Heart Dangle","Milestones & Sentiment","Fixed","","900","","","119.68","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Open heart outlined in clear stones with a yellow enamel daisy.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: White CZ +Red &Yellow Enamel

Size: 17.5mm

Weight: 1.29g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB25","","Christmas Sleigh Charm","Milestones & Sentiment","Fixed","","900","","","138.38","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Sleigh carrying red and yellow enamel gifts, clear stones.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: White CZ +Red &Yellow Enamel

Size: 12mm

Weight: 2.01g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB26","","Coffee Cup Charm","Travel & Lifestyle","Fixed","","900","","","133.62","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Cup lettered I love COFFEE with a red enamel heart and brown interior.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Red +Brown Enamel

Size: 10.5mm

Weight: 1.79g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB27","","Cupcake Charm","Milestones & Sentiment","Fixed","","1200","","","169.66","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Yellow enamel frosting with pink stones and a green candle.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Pink CZ +Green &Yellow Enamel

Size: 12.5mm

Weight: 2.64g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB28","","Champagne Toast Charm","Travel & Lifestyle","Fixed","","900","","","93.84","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Two clinking glasses in purple enamel with clear stones and a lemon slice.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: White CZ+Purple &Yellow Enamel

Size: 13mm

Weight: 1.11g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB29","","Engagement Ring Charm","Milestones & Sentiment","Fixed","","900","","","122.06","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Solitaire ring and band pair, pave shoulders.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: White CZ

Size: 12mm

Weight: 1.42g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB30","","Baby Pram Charm","Milestones & Sentiment","Fixed","","1600","","","227.46","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1600","","Pram with a rose gold enamel bow and clear stone wheels.

Material: 925 Sterling Silver

Finish: Rhodium &Rosegold

Stone: White CZ

Size: 15mm

Weight: 3.41g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Agr","","Aquarius Zodiac Charm","Personal — Zodiac","Fixed","","900","","","151.98","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","13","2","","900","","The Aquarius sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Ari","","Aries Zodiac Charm","Personal — Zodiac","Fixed","","900","","","144.84","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","15","2","","900","","The Aries sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Cap","","Capricorn Zodiac Charm","Personal — Zodiac","Fixed","","900","","","150.28","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","13","2","","900","","The Capricorn sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Cnc","","Cancer Zodiac Charm","Personal — Zodiac","Fixed","","900","","","144.84","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","16","2","","900","","The Cancer sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Gem","","Gemini Zodiac Charm","Personal — Zodiac","Fixed","","900","","","146.54","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","16","2","","900","","The Gemini sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Leo","","Leo Zodiac Charm","Personal — Zodiac","Fixed","","900","","","146.54","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","16","2","","900","","The Leo sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Lib","","Libra Zodiac Charm","Personal — Zodiac","Fixed","","900","","","147.90","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","15","2","","900","","The Libra sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Psc","","Pisces Zodiac Charm","Personal — Zodiac","Fixed","","900","","","141.78","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","15","2","","900","","The Pisces sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Sco","","Scorpio Zodiac Charm","Personal — Zodiac","Fixed","","900","","","146.54","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","11","2","","900","","The Scorpio sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Sgr","","Sagittarius Zodiac Charm","Personal — Zodiac","Fixed","","900","","","146.54","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","16","2","","900","","The Sagittarius sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Tau","","Taurus Zodiac Charm","Personal — Zodiac","Fixed","","900","","","150.28","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","16","2","","900","","The Taurus sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB32-Vir","","Virgo Zodiac Charm","Personal — Zodiac","Fixed","","900","","","146.54","","Personal — Zodiac;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","16","2","","900","","The Virgo sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: Blue Enamel

Size: 11mm

Weight: 2.54g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-BL","","September Birthstone Charm, Sapphire","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","A 3mm sapphire set in oxidized 925 sterling silver. September's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm Sapphire

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-F","","October Birthstone Charm, Tourmaline","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","A 3mm tourmaline set in oxidized 925 sterling silver. October's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm Tourmaline

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-G","","August Birthstone Charm, Peridot","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","A 3mm peridot set in oxidized 925 sterling silver. August's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm Peridot

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-L","","December Birthstone Charm, Turquoise","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","A 3mm turquoise set in oxidized 925 sterling silver. December's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm Turquoise

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-LV","","May Birthstone Charm, Emerald","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","A 3mm emerald set in oxidized 925 sterling silver. May's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm Emerald

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-M","","July Birthstone Charm, Ruby","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","19","2","","900","","A 3mm ruby set in oxidized 925 sterling silver. July's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm Ruby

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-P","","February Birthstone Charm, Amethyst","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","A 3mm amethyst set in oxidized 925 sterling silver. February's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm Amethyst

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-PL","","June Birthstone Charm, Alexandrite","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","A 3mm alexandrite set in oxidized 925 sterling silver. June's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm Alexandrite

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-Q","","March Birthstone Charm, Aquamarine","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","A 3mm aquamarine set in oxidized 925 sterling silver. March's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm Aquamarine

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-R","","January Birthstone Charm, Garnet","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","A 3mm garnet set in oxidized 925 sterling silver. January's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm Garnet

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-W","","April Birthstone Charm, White","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","A 3mm white stone set in oxidized 925 sterling silver. April's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm White

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB33-X","","November Birthstone Charm, Yellow Topaz","Personal — Birthstone","Fixed","","900","","","119.00","","Personal — Birthstone;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","20","2","","900","","A 3mm yellow topaz set in oxidized 925 sterling silver. November's birthstone, one of twelve in the series.

Material: 925 Sterling Silver

Finish: Oxidized Silver

Stone: 3mm Yellow Topaz

Size: 11mm

Weight: 1.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB34","","Openwork Hearts Charm, Pink","Milestones & Sentiment","Fixed","","1200","","","171.02","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Cut-out hearts between bands of pink and white stones.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone: Pink & White

Size: 11mm

Weight: 2.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB35","","Four Leaf Clover Charm","Nature","Fixed","","1200","","","156.06","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Clover set with clear stones throughout.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone: White

Size: 11mm

Weight: 2.0g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB36","","Crystal Cluster Charm, Blue","Sparkle & Classic","Fixed","","1600","","","245.48","","Sparkle & Classic;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1600","","Mixed blue and clear crystals set close over the whole bead.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone: Multicolor

Size: 12mm

Weight: 3.8g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB37","","Heart Charm, Light Blue Enamel","Milestones & Sentiment","Fixed","","900","","","133.96","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Polished heart on a ground of light blue and white enamel spots.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:NA / Enamel:Light Blue&White

Size: 11mm

Weight: 1.2g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB38","","Butterfly Charm, Light Blue","Animals","Fixed","","1200","","","167.28","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Light blue enamel butterfly on an oxidized openwork bead.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:NA / Enamel:Light Blue

Size: 10mm

Weight: 2.3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB39","","Primrose Charm, Light Blue","Nature","Fixed","","1200","","","182.24","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Light blue and white enamel flowers with clear stone centres.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: CZ+Enamel

Size: 10mm

Weight: 2.3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB40","","Red Rose Charm","Nature","Fixed","","900","","","145.18","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Red enamel rose dangle on a scrolled heart bail.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:NA / Enamel:Red

Size: 26mm

Weight: 1.8g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB41","","Love Padlock Charm, Blue","Milestones & Sentiment","Fixed","","1200","","","189.72","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","9","2","","1200","","Heart padlock in blue enamel lettered Love.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:NA / Enamel: Blue

Size: 24mm

Weight: 2.4g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB42","","Butterfly Charm, Pink","Animals","Fixed","","900","","","141.44","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Pink enamel butterfly dangle, wings folded.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:NA / Enamel:Pink

Size: 30mm

Weight: 1.6g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB43","","Cherry Blossom Charm, Pink","Nature","Fixed","","900","","","137.70","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Five pink enamel petals around a single clear stone.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: CZ+Enamel

Size: 20mm

Weight: 1.7g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
