row_no,model_no,material,metal_finish,stone,size,weight_g,qty,unit_price_usd,total_price_usd,raw_desc
246,ORCB183-Q,925 Sterling Silver,Metal: Oxidized Silver,,,1.80,10,4.44,44.40,925 Sterling Silver | Metal: Oxidized Silver | None
247,ORCB183-R,925 Sterling Silver,Metal: Oxidized Silver,,,1.80,9,4.44,40.00,925 Sterling Silver | Metal: Oxidized Silver | None
248,ORCB183-S,925 Sterling Silver,Metal: Oxidized Silver,,,1.50,10,4.00,40.00,925 Sterling Silver | Metal: Oxidized Silver | None
249,ORCB183-T,925 Sterling Silver,Metal: Oxidized Silver,,,1.60,10,4.22,42.20,925 Sterling Silver | Metal: Oxidized Silver | None
250,ORCB183-U,925 Sterling Silver,Metal: Oxidized Silver,,,1.80,10,4.44,44.40,925 Sterling Silver | Metal: Oxidized Silver | None
251,ORCB183-V,925 Sterling Silver,Metal: Oxidized Silver,,,1.60,10,4.22,42.20,925 Sterling Silver | Metal: Oxidized Silver | None
252,ORCB183-W,925 Sterling Silver,Metal: Oxidized Silver,,,1.50,10,4.22,42.22,925 Sterling Silver | Metal: Oxidized Silver | None
253,ORCB183-X,925 Sterling Silver,Metal: Oxidized Silver,,,1.90,10,4.22,42.20,925 Sterling Silver | Metal: Oxidized Silver | None
254,ORCB183-Y,925 Sterling Silver,Metal: Oxidized Silver,,,1.10,10,3.56,35.60,925 Sterling Silver | Metal: Oxidized Silver | None
255,ORCB183-Z,925 Sterling Silver,Metal: Oxidized Silver,,,2.20,10,5.11,51.10,925 Sterling Silver | Metal: Oxidized Silver | None
256,ORSE340-P,925 Sterling Silver,Metal: Rhodium Plated,Stone:White&Red,,3.8,10,9.57,95.70,925 Sterling Silver | Metal: Rhodium Plated | Stone:White&Red | as the photo shows | Be Like The Butterfly Collection
257,ORSE340-14K,925 Sterling Silver,Metal: 14K Gold Plated,Stone:White&Red,,3.8,10,9.10,91.00,925 Sterling Silver | Metal: 14K Gold Plated | Stone:White&Red | as the photo shows | Be Like The Butterfly Collection
258,ORSN290-P,925 Sterling Silver,Metal: Rhodium plated,Stone:White&Red,45cm adjustable sterling silver Chain,2.6,7,8.05,56.35,925 Sterling Silver | Metal: Rhodium plated | Stone:White&Red | 45cm adjustable sterling silver Chain | Be Like The Butterfly Collection
259,ORSN290-14K,925 Sterling Silver,Metal: Rhodium plated,Stone:White&Red,45cm+5cm extension sterling silver,2.6,10,7.78,77.80,925 Sterling Silver | Metal: Rhodium plated | Stone:White&Red | 45cm+5cm extension sterling silver | Chain | Be Like The Butterfly Collection
260,ORSN292,925 Sterling Silver,Metal: Rhodium plated,Stone:White&Red,16mmH & 44cm+4cm Sterling Silver,4.0,10,9.43,94.30,925 Sterling Silver | Metal: Rhodium plated | Stone:White&Red | 16mmH & 44cm+4cm Sterling Silver | Chain | ANGEL'S WINGS Collection
261,ORSE341,925 Sterling Silver,Metal: Rhodium plated,Stone:White&Red,18mm,4.8,10,9.66,96.60,925 Sterling Silver | Metal: Rhodium plated | Stone:White&Red | 18mm | ANGEL'S WINGS Collection
262,ORSE37,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: White,,2.1,15,5.10,76.50,Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: White
263,ORSE80,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: White,41mmL,2.1,10,4.76,47.60,Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: White | 41mmL
264,ORSE82,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: White,17mmD,3.2,15,7.26,108.90,Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: White | 17mmD
265,ORSE86-P,Sterling silver+real Pearl,Metal: Rhodium plated,Main stone: freash water peral,8mmD,1.2,1,1.93,1.93,Sterling silver+real Pearl | Metal: Rhodium plated | Main stone: freash water peral | 8mmD
266,ORSE97,925 Sterling Silver,Plaing:Rhodium Plated,StoneNone,,1.2,9,3.63,32.67,925 Sterling Silver | Plaing:Rhodium Plated | StoneNone
267,ORSE101-R,925 Sterling Silver+AAA CZ,Plaing:Rose Gold Plated,Stonewhite,11mmH,3.9,2,6.33,12.66,925 Sterling Silver+AAA CZ | Plaing:Rose Gold Plated | Stonewhite | 11mmH
268,ORSE103,925 Sterling Silver+AAA CZ,Plaing:Rhodium Plated,Stonewhite,10mmH,2.0,11,3.90,42.90,925 Sterling Silver+AAA CZ | Plaing:Rhodium Plated | Stonewhite | 10mmH
269,ORSE105-P,925 Sterling Silver+AAA CZ,Plaing:Rhodium Plated,Stonewhite,12mmH,2.0,10,3.85,38.50,925 Sterling Silver+AAA CZ | Plaing:Rhodium Plated | Stonewhite | 12mmH
270,ORSE105-R,925 Sterling Silver+AAA CZ,Plaing:Rose Gold Plated,Stonewhite,12mmH,2.0,15,3.85,57.75,925 Sterling Silver+AAA CZ | Plaing:Rose Gold Plated | Stonewhite | 12mmH
271,ORSE106-R,925 Sterling Silver+AAA CZ,Plaing:Rose Gold Plated,Stonewhite,9mmH,0.9,10,2.45,24.50,925 Sterling Silver+AAA CZ | Plaing:Rose Gold Plated | Stonewhite | 9mmH
272,ORSE106-P,925 Sterling Silver+AAA CZ,Plaing:Rhodium Plated,Stonewhite,9mmH,3.0,10,2.54,25.40,925 Sterling Silver+AAA CZ | Plaing:Rhodium Plated | Stonewhite | 9mmH
273,ORSE118,925 Sterling Silver+AAA CZ,Plaing:Rhodium Plated,Stonewhite,12mmL,1.2,10,3.06,30.60,925 Sterling Silver+AAA CZ | Plaing:Rhodium Plated | Stonewhite | 12mmL
274,ORSE119-W,925 Sterling Silver+AAA CZ,Plaing:Rhodium Plated,Stonewhite,5mmD,0.9,10,2.31,23.10,925 Sterling Silver+AAA CZ | Plaing:Rhodium Plated | Stonewhite | 5mmD
275,ORSE146-40cm,Sterling Silver+AAA CZ,Metal: Rhodium plated,Main stone: Blue,40mmD,2.5,10,5.10,51.00,Sterling Silver+AAA CZ | Metal: Rhodium plated | Main stone: Blue | 40mmD
276,ORSE146-50cm,Sterling Silver+AAA CZ,Metal: Rhodium plated,Main stone: Blue,50mmD,3.3,10,6.24,62.40,Sterling Silver+AAA CZ | Metal: Rhodium plated | Main stone: Blue | 50mmD
277,ORSE151-P,935 sterling silver+shell pearl,Metal: Rhodium plated,Main stone:shell pearl,48MMH,1.5,10,5.78,57.80,935 sterling silver+shell pearl | Metal: Rhodium plated | Main stone:shell pearl | 48MMH
278,ORSE152-G,925 sterling silver+shell pearl,Metal: Gold plated,Main stone:shell pearl,59mmH,3.4,8,6.46,51.68,925 sterling silver+shell pearl | Metal: Gold plated | Main stone:shell pearl | 59mmH
279,ORSE152-P,925 Sterling Silver+shell pearl,Plaing:Rhodium Plated,Stoneshell pearl,59mmH,3.4,5,6.46,32.30,925 Sterling Silver+shell pearl | Plaing:Rhodium Plated | Stoneshell pearl | 59mmH
280,ORSE164,Sterling Silver+AAA CZ,Metal: Rose gold plated,Main stone: Pink,17mmH,1.8,10,4.76,47.60,Sterling Silver+AAA CZ | Metal: Rose gold plated | Main stone: Pink | 17mmH
281,ORSE171-G,Sterling silver+AAAA CZ,Metal: Gold plated,Main stone: white,11mm,0.8,10,3.06,30.60,Sterling silver+AAAA CZ | Metal: Gold plated | Main stone: white | 11mm
282,ORSE171-P,Sterling silver+AAAA CZ,Metal: Rhodium plated,Main stone: white,11mm,0.8,10,3.06,30.60,Sterling silver+AAAA CZ | Metal: Rhodium plated | Main stone: white | 11mm
283,ORSE186-W,Sterling silver+AAAA CZ,Metal: Rhodium plated,Main stone: White,,1.2,10,3.46,34.60,Sterling silver+AAAA CZ | Metal: Rhodium plated | Main stone: White
284,ORSE186-B,Sterling silver+AAAA CZ,Metal: Rhodium plated,Main stone: Black,,1.2,10,3.46,34.60,Sterling silver+AAAA CZ | Metal: Rhodium plated | Main stone: Black
285,ORSE192-B,Sterling silver+AAAA CZ,Metal: Rhodium plated,Main stone: Black,,1.4,10,3.74,37.40,Sterling silver+AAAA CZ | Metal: Rhodium plated | Main stone: Black
286,ORSE192-W,Sterling silver+AAAA CZ,Metal: Rhodium plated,Main stone: White,,1.4,15,3.54,53.10,Sterling silver+AAAA CZ | Metal: Rhodium plated | Main stone: White
287,ORSE205,Sterling silver+AAAA CZ,Metal: gold plated,Main stone: white,13mm,1.40,10,3.85,38.50,Sterling silver+AAAA CZ | Metal: gold plated | Main stone: white | 13mm
288,ORSE207,Sterling silver+AAAA CZ,Metal: gold plated,Main stone: white,23mm,2.60,15,5.90,88.50,Sterling silver+AAAA CZ | Metal: gold plated | Main stone: white | 23mm
289,ORSE208,Sterling silver+AAAA CZ,Metal: gold plated,Main stone: white,14mm,1.30,18,3.85,69.30,Sterling silver+AAAA CZ | Metal: gold plated | Main stone: white | 14mm
290,ORSE210,Sterling silver+shell pearl,Metal: gold plated,Main stone: white,20mm,2.30,5,4.76,23.80,Sterling silver+shell pearl | Metal: gold plated | Main stone: white | 20mm
291,ORSE212,Sterling silver+shell pearl,Metal: gold plated,Main stone: white,15mm,3.30,10,5.44,54.40,Sterling silver+shell pearl | Metal: gold plated | Main stone: white | 15mm
292,ORSE218,Sterling silver+AAAA CZ,Metal: rhodium plated,Main stone: white,10mm,1.10,10,3.63,36.30,Sterling silver+AAAA CZ | Metal: rhodium plated | Main stone: white | 10mm
293,ORSE220,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: White,"25mmD,round shape",7.20,10,12.29,122.90,"Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: White | 25mmD,round shape"
294,ORSE221,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: White,"35mmD,round shape",13.30,10,20.52,205.20,"Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: White | 35mmD,round shape"
295,ORSE222,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: White,"25mmH,OVAL shape",6.20,8,12.85,102.80,"Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: White | 25mmH,OVAL shape"
296,ORSE223,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: White,"35mmH,OVAL shape",11.10,10,18.89,188.90,"Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: White | 35mmH,OVAL shape"
297,ORSE229,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: Purple,,3.45,10,7.64,76.40,Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: Purple
298,ORSE231,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: White,9mm,2.30,15,5.53,82.95,Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: White | 9mm
299,ORSE232,Sterling silver+AAA CZ,Metal: Rose gold plated,Main stone: Light Purple,,2.30,8,6.05,48.40,Sterling silver+AAA CZ | Metal: Rose gold plated | Main stone: Light Purple
300,ORSE234,Sterling silver+Created,Metal: Rhodium plated,emerald(spinal)+AAA CZ,,2.70,10,6.87,68.70,Sterling silver+Created | emerald(spinal)+AAA CZ | Metal: Rhodium plated | Main stone: Created emerald(spinal)
301,ORSE237,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: #8 created ruby(#8,,2.50,10,6.24,62.40,Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: #8 created ruby(#8 | Corundum)
302,ORSE238,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: white,,1.20,10,4.58,45.80,Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: white
303,ORSE240,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: white,23mm,2.00,10,6.62,66.20,Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: white | 23mm
304,ORSE243,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: white,,2.60,10,6.83,68.30,Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: white
305,ORSE245-R,Sterling silver+AAA CZ,Metal: Rose gold plated,Main stone: white,25mm,3.50,10,6.01,60.10,Sterling silver+AAA CZ | Metal: Rose gold plated | Main stone: white | 25mm
306,ORSE245-G,Sterling silver+AAA CZ,Metal: 14k gold plated,Main stone: white,25mm,3.50,10,6.01,60.10,Sterling silver+AAA CZ | Metal: 14k gold plated | Main stone: white | 25mm
307,ORSE247-G,Sterling silver+AAA CZ,Metal: Gold plated,Main stone: white,9mm,2.50,10,5.87,58.70,Sterling silver+AAA CZ | Metal: Gold plated | Main stone: white | 9mm
308,ORSE247-R,Sterling silver+AAA CZ,Metal: Rose gold plated,Main stone: white,9mm,2.50,10,5.58,55.80,Sterling silver+AAA CZ | Metal: Rose gold plated | Main stone: white | 9mm
309,ORSE247-P,Sterling silver+AAA CZ,Metal: Rhodium plated,Main stone: white,9mm,2.50,10,6.08,60.80,Sterling silver+AAA CZ | Metal: Rhodium plated | Main stone: white | 9mm
310,ORSE248-G,Sterling silver+AAA CZ,Metal: Gold plated,Main stone: white,6mm,1.30,10,3.56,35.60,Sterling silver+AAA CZ | Metal: Gold plated | Main stone: white | 6mm
311,ORSE248-P,Sterling silver+AAA CZ,Metal: Rose gold plated,Main stone: white,6mm,1.30,10,3.56,35.60,Sterling silver+AAA CZ | Metal: Rose gold plated | Main stone: white | 6mm
312,ORSE248-R,Sterling silver+AAA CZ,Metal: Rose gold plated,Main stone: white,6mm,1.30,9,3.56,32.04,Sterling silver+AAA CZ | Metal: Rose gold plated | Main stone: white | 6mm
313,ORSE259,Sterling Silver + AAAA CZ,,Main stone: White,15mmH,1.1,10,3.54,35.40,Sterling Silver + AAAA CZ | Rhodium Plated | Main stone: White | 15mmH
314,ORSE262,Sterling Silver + AAAA CZ,,Main stone: White,18mmD,4.7,10,7.48,74.80,Sterling Silver + AAAA CZ | Rhodium Plated | Main stone: White | 18mmD
315,ORSE267,Sterling Silver + AAAA CZ,,Main stone: White,11mmD,4.3,10,6.92,69.20,Sterling Silver + AAAA CZ | Rhodium Plated | Main stone: White | 11mmD
316,ORSE279-R,Sterling Silver + AAAA CZ,,Main stone: Red,16mm,2.0,10,4.99,49.90,Sterling Silver + AAAA CZ | Rhodium Plated | Main stone: Red | 16mm
317,ORSE280,Sterling Silver + AAAA CZ,,Main stone: White,10mm,1.6,10,3.99,39.90,Sterling Silver + AAAA CZ | Gold Plated | Main stone: White | 10mm
318,ORSE290,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone:White,26mmH,2.1,10,6.69,66.90,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone:White | 26mmH
319,ORSE291,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone:White,31mmH,3.7,9,8.73,78.57,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone:White | 31mmH
320,ORSE294,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone:Clear,63mm,2.40,5,7.03,35.15,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone:Clear | 63mm
321,ORSE295-P,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone:Pink+Light Blue+Clear,8mm,2.10,10,4.88,48.80,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone:Pink+Light Blue+Clear | 8mm
322,ORSE295-G,925 Sterling Silver+AAAA CZ,Metal:14K gold plated,Stone:Clear,8mm,2.10,9,4.65,41.85,925 Sterling Silver+AAAA CZ | Metal:14K gold plated | Stone:Clear | 8mm
323,ORSE296-G,925 Sterling Silver+AAAA CZ,Metal:14K gold plated,Stone:Clear,12mm,2.30,10,5.56,55.60,925 Sterling Silver+AAAA CZ | Metal:14K gold plated | Stone:Clear | 12mm
324,ORSE296-P,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone:Clear,12mm,2.30,10,5.56,55.60,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone:Clear | 12mm
325,ORSE302,925 Sterling Silver + AAAA CZ,Metal: Rhodium Plated,Stone:Clear,11mm,1.7,10,4.99,49.90,925 Sterling Silver + AAAA CZ | Metal: Rhodium Plated | Stone:Clear | 11mm
326,ORSE303,925 Sterling Silver + AAAA CZ,Metal: Rhodium Plated,Stone:Clear,11mm,1.7,10,4.95,49.50,925 Sterling Silver + AAAA CZ | Metal: Rhodium Plated | Stone:Clear | 11mm
327,ORSE306,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone:Clear,15mm,2.7,10,6.26,62.60,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone:Clear | 15mm
328,ORSE308,925 Sterling Silver+ Shell Pearl,Metal: Rose Gold Plated,Stone: 6mm Shell Pearl,22mm,3.1,10,5.76,57.60,925 Sterling Silver+ Shell Pearl | Metal: Rose Gold Plated | Stone: 6mm Shell Pearl | 22mm
329,ORSE309,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone:Clear,23mm,2.4,10,4.67,46.70,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone:Clear | 23mm
330,ORSE310,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone:Clear,18mm,1.7,10,4.60,46.00,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone:Clear | 18mm
331,ORSE312,925 Sterling Silver+ AAAA CZ,Metal:Rhodium Plated,Stone: White,14mm,2.9,10,6.24,62.40,925 Sterling Silver+ AAAA CZ | Metal:Rhodium Plated | Stone: White | 14mm
332,ORSE314,925 Sterling Silver+ AAAA,Metal:Rhodium Plated,CZ+Rotatable charm,8mm,2.5,7,6.39,44.73,925 Sterling Silver+ AAAA | CZ+Rotatable charm | Metal:Rhodium Plated | Stone: White | 8mm
333,ORSE317,925 Sterling Silver+ AAAA CZ,Metal:Rhodium Plated,Stone: White,10mm,1.30,10,3.85,38.50,925 Sterling Silver+ AAAA CZ | Metal:Rhodium Plated | Stone: White | 10mm
334,ORSE320,925 Sterling Silver+ AAAA CZ,Metal:Rhodium Plated,Stone: White,25mm,6.50,9,12.24,110.16,925 Sterling Silver+ AAAA CZ | Metal:Rhodium Plated | Stone: White | 25mm
335,ORSE321,925 Sterling Silver,Metal:Rhodium Plated,,12mm,1.20,10,3.40,34.00,925 Sterling Silver | Metal:Rhodium Plated | Stone:NA | 12mm
336,ORSE322,925 Sterling Silver+ AAAA CZ,Metal:Rhodium Plated,Stone: White,10mm,0.8,10,2.49,24.90,925 Sterling Silver+ AAAA CZ | Metal:Rhodium Plated | Stone: White | 10mm
337,ORSE323,925 Sterling Silver,Metal:Rhodium Plated,Stone: None,10mm,0.8,10,2.49,24.90,925 Sterling Silver | Metal:Rhodium Plated | Stone: None | 10mm
338,ORSE326,925 Sterling Silver+ AAAA CZ,Metal:Rhodium Plated,Stone: White,20mm,2.3,10,5.10,51.00,925 Sterling Silver+ AAAA CZ | Metal:Rhodium Plated | Stone: White | 20mm
339,ORSE327,925 Sterling Silver,Metal:Rhodium Plated,,37mm,2.2,9,5.22,46.98,925 Sterling Silver | Metal:Rhodium Plated | Stone:NA | 37mm
340,ORSE329,925 Sterling Silver,Metal:Rhodium Plated,,17mm,2.30,10,4.99,49.90,925 Sterling Silver | Metal:Rhodium Plated | Stone:NA | 17mm
341,ORSE331-P,925 Sterling Silver,Metal:Rhodium Plated,,8mm,1.7,10,3.40,34.00,925 Sterling Silver | Metal:Rhodium Plated | Stone:NA | 8mm
342,ORSE331-R,925 Sterling Silver,Metal:Rose gold Plated,,8mm,1.7,10,3.40,34.00,925 Sterling Silver | Metal:Rose gold Plated | Stone:NA | 8mm
343,ORSE332-4mm,925 Sterling Silver+ AAAA CZ,Metal:Rhodium Plated,Stone: White,4mm,1.2,15,2.90,43.50,925 Sterling Silver+ AAAA CZ | Metal:Rhodium Plated | Stone: White | 4mm
344,ORSE333-P-W,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone:Clear,40mm,4.7,10,9.30,93.00,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone:Clear | 40mm
345,ORSE333-P-F,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone: Pink,40mm,4.7,10,9.52,95.20,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone: Pink | 40mm
346,ORSE335-P,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone:Clear,8mm,1.9,15,3.36,50.40,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone:Clear | 8mm
347,ORSE336-P,925 Sterling Silver + AAAA CZ,Metal: Rhodium Plated,Stone: White,57mm,4.0,15,9.98,149.70,925 Sterling Silver + AAAA CZ | Metal: Rhodium Plated | Stone: White | 57mm | 2 ways to wear (will ship 1 pair extra | SS butterfly clutch together)
348,ORSE337,925 Sterling Silver + AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: White,20mmH,2.4,10,6.31,63.10,925 Sterling Silver + AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: White | 20mmH
349,OREQE01,925 Sterling Silver+AAAA CZ+pearl,Metal: Gold Plated,Stone:Clear,13mm,0.9,10,3.51,35.10,925 Sterling Silver+AAAA CZ+pearl | Metal: Gold Plated | Stone:Clear | 13mm
350,OREQE02,925 Sterling Silver+AAAA CZ+pearl,Metal: Gold Plated,Stone:Clear,11mm,1.0,10,3.29,32.90,925 Sterling Silver+AAAA CZ+pearl | Metal: Gold Plated | Stone:Clear | 11mm
351,OREQE04,925 Sterling Silver+AAAA CZ,Metal: rhodium Plated,Stone:clear,27mm,3.9,15,6.24,93.60,925 Sterling Silver+AAAA CZ | Metal: rhodium Plated | Stone:clear | 27mm
352,OREQE09,925 Sterling Silver+AAAA CZ,Metal: rhodium Plated,Stone:clear,11mm,1.4,15,3.85,57.75,925 Sterling Silver+AAAA CZ | Metal: rhodium Plated | Stone:clear | 11mm
353,OREQE10,925 Sterling Silver+AAAA CZ,Metal: rhodium Plated,Stone:clear,11mm,1.3,10,3.40,34.00,925 Sterling Silver+AAAA CZ | Metal: rhodium Plated | Stone:clear | 11mm
354,OREQE18,925 Sterling Silver+ White Enamel +,Metal: Rose Gold Plated,Shell Pearl + AAAA CZ,52mm,2.9,10,4.67,46.70,925 Sterling Silver+ White Enamel + | Shell Pearl + AAAA CZ | Metal: Rose Gold Plated | Stone: 7mm Shell Pearl | 52mm
355,OREQE19,925 Sterling Silver+ natural cat's eye,Metal: Rose Gold Plated,stone + AAAA CZ,27mm,2.8,15,6.44,96.60,925 Sterling Silver+ natural cat's eye | stone + AAAA CZ | Metal: Rose Gold Plated | Stone: White | 27mm
356,OREQE20,925 Sterling Silver+ natural cat's eye,Metal: Rose Gold Plated,stone + AAAA CZ,71mm,3.7,10,8.82,88.20,925 Sterling Silver+ natural cat's eye | stone + AAAA CZ | Metal: Rose Gold Plated | Stone: White | 71mm
357,OREQE21,925 Sterling Silver+ Resin flower,Metal: Rose Gold Plated,Stone: Red,40mm,3.5,16,6.44,103.04,925 Sterling Silver+ Resin flower | Metal: Rose Gold Plated | Stone: Red | 40mm
358,OREQE23,925 Sterling Silver+ Corundum,Metal:Rhodium Plated,Stone:Red,10mm,1.9,10,4.42,44.20,925 Sterling Silver+ Corundum | Metal:Rhodium Plated | Stone:Red | 10mm
359,OREQE24,925 Sterling Silver,Metal:14 K Gold plated,Red Enamel,15mm,3.4,10,6.80,68.00,925 Sterling Silver | Metal:14 K Gold plated | Red Enamel | 15mm
360,OREQE25,925 Sterling Silver+ AAAA CZ,Metal: Rose Gold Plated,Main stone:White,14mm,1.97,10,4.42,44.20,925 Sterling Silver+ AAAA CZ | Metal: Rose Gold Plated | Main stone:White | 14mm
361,OREQE28-P,925 Sterling Silver+AAAA CZ,Metal: Rhodium Plated,Stone: Clear,11mm,1.7,10,4.08,40.80,925 Sterling Silver+AAAA CZ | Metal: Rhodium Plated | Stone: Clear | 11mm
362,OREQE33,925 Sterling Silver + AAAA CZ,Metal: Rhodium Plated,Stone: White,45mmH,2.7,10,7.03,70.30,925 Sterling Silver + AAAA CZ | Metal: Rhodium Plated | Stone: White | 45mmH
363,ORGPE01,925 Sterling Silver +Cultured,Metal: Rhodium Plated,Freashwater Pearl+AAAA CZ,,3.0,10,4.92,49.20,925 Sterling Silver +Cultured | Freashwater Pearl+AAAA CZ | Metal: Rhodium Plated | Stone: White | as the photo shows
364,ORGPE03,925 Sterling Silver +Cultured,Metal: Rhodium Plated,Stone: White,,2.0,10,4.20,42.00,925 Sterling Silver +Cultured | Freashwater Pearl | Metal: Rhodium Plated | Stone: White | as the photo shows
365,ORGPE04,925 Sterling Silver +Cultured,Metal: Rhodium Plated,Stone: White,,3.2,15,5.90,88.50,925 Sterling Silver +Cultured | Freashwater Pearl+Natural Shell | Metal: Rhodium Plated | Stone: White | as the photo shows
366,ORAPE01,925 Sterling Silver +AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: white,7mm,1.2,10,2.95,29.50,925 Sterling Silver +AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: white | 7mm
367,ORAPE02,925 Sterling Silver +AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: white,8mm,0.90,10,2.74,27.40,925 Sterling Silver +AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: white | 8mm
368,ORAPE04,925 Sterling Silver +AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: white,6mm,0.50,10,2.27,22.70,925 Sterling Silver +AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: white | 6mm
369,ORAPE05,925 Sterling Silver +AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: white,11mm,0.90,10,2.83,28.30,925 Sterling Silver +AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: white | 11mm
370,ORAPE06,925 Sterling Silver +AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: white,6mm,0.80,10,2.49,24.90,925 Sterling Silver +AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: white | 6mm
371,ORAPE07,925 Sterling Silver +AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: white,10mm,0.90,10,2.72,27.20,925 Sterling Silver +AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: white | 10mm
372,ORAPE09,925 Sterling Silver +AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: white,6mm,0.50,10,2.54,25.40,925 Sterling Silver +AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: white | 6mm
373,ORAPE10,925 Sterling Silver +Shell Pearl,Metal: 14K Yellow Gold Plated,Stone: white,6mm,0.90,10,2.77,27.70,925 Sterling Silver +Shell Pearl | Metal: 14K Yellow Gold Plated | Stone: white | 6mm
374,ORAPE11,925 Sterling Silver +Shell Pearl,Metal: 14K Yellow Gold Plated,Stone: white,6mm,0.90,10,2.27,22.70,925 Sterling Silver +Shell Pearl | Metal: 14K Yellow Gold Plated | Stone: white | 6mm
375,ORAPE12,925 Sterling Silver +AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: white,7mm,1.3,10,2.99,29.90,925 Sterling Silver +AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: white | 7mm
376,ORAPE15,925 Sterling Silver +AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: white,11mm,1.2,10,3.33,33.30,925 Sterling Silver +AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: white | 11mm
377,ORAPE16,925 Sterling Silver +AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: white,10mm,0.9,10,2.83,28.30,925 Sterling Silver +AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: white | 10mm
378,ORAPE17,925 Sterling Silver +AAAA CZ,Metal: 14K Yellow Gold Plated,Stone: white,10mm,1.2,10,3.31,33.10,925 Sterling Silver +AAAA CZ | Metal: 14K Yellow Gold Plated | Stone: white | 10mm
