"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / Thailand","Price / Thailand","Compare At Price / Thailand","Included / International","Price / International","Compare At Price / International","Status"
"capricorn-zodiac-charm","Capricorn Zodiac Charm","<p style=""font-family: Inter, sans-serif;"">The Capricorn sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue Enamel<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.54g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Zodiac, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB32-Cap","3","shopify","13","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB32-Cap.jpg","1","Capricorn Zodiac Charm","FALSE","Capricorn Zodiac Charm | Orloff of Denmark","The Capricorn sign in 925 sterling silver, oxidized and set with blue enamel.","","","","","","","","","","","","","","","g","","4.42","","","","","","","draft"
"cancer-zodiac-charm","Cancer Zodiac Charm","<p style=""font-family: Inter, sans-serif;"">The Cancer sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue Enamel<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.54g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Zodiac, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB32-Cnc","3","shopify","16","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB32-Cnc.jpg","1","Cancer Zodiac Charm","FALSE","Cancer Zodiac Charm | Orloff of Denmark","The Cancer sign in 925 sterling silver, oxidized and set with blue enamel.","","","","","","","","","","","","","","","g","","4.26","","","","","","","draft"
"gemini-zodiac-charm","Gemini Zodiac Charm","<p style=""font-family: Inter, sans-serif;"">The Gemini sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue Enamel<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.54g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Zodiac, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB32-Gem","3","shopify","16","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB32-Gem.jpg","1","Gemini Zodiac Charm","FALSE","Gemini Zodiac Charm | Orloff of Denmark","The Gemini sign in 925 sterling silver, oxidized and set with blue enamel.","","","","","","","","","","","","","","","g","","4.31","","","","","","","draft"
"leo-zodiac-charm","Leo Zodiac Charm","<p style=""font-family: Inter, sans-serif;"">The Leo sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue Enamel<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.54g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Zodiac, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB32-Leo","3","shopify","16","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB32-Leo.jpg","1","Leo Zodiac Charm","FALSE","Leo Zodiac Charm | Orloff of Denmark","The Leo sign in 925 sterling silver, oxidized and set with blue enamel.","","","","","","","","","","","","","","","g","","4.31","","","","","","","draft"
"libra-zodiac-charm","Libra Zodiac Charm","<p style=""font-family: Inter, sans-serif;"">The Libra sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue Enamel<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.54g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Zodiac, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB32-Lib","3","shopify","15","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB32-Lib.jpg","1","Libra Zodiac Charm","FALSE","Libra Zodiac Charm | Orloff of Denmark","The Libra sign in 925 sterling silver, oxidized and set with blue enamel.","","","","","","","","","","","","","","","g","","4.35","","","","","","","draft"
"pisces-zodiac-charm","Pisces Zodiac Charm","<p style=""font-family: Inter, sans-serif;"">The Pisces sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue Enamel<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.54g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Zodiac, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB32-Psc","3","shopify","15","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB32-Psc.jpg","1","Pisces Zodiac Charm","FALSE","Pisces Zodiac Charm | Orloff of Denmark","The Pisces sign in 925 sterling silver, oxidized and set with blue enamel.","","","","","","","","","","","","","","","g","","4.17","","","","","","","draft"
"scorpio-zodiac-charm","Scorpio Zodiac Charm","<p style=""font-family: Inter, sans-serif;"">The Scorpio sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue Enamel<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.54g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Zodiac, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB32-Sco","3","shopify","11","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB32-Sco.jpg","1","Scorpio Zodiac Charm","FALSE","Scorpio Zodiac Charm | Orloff of Denmark","The Scorpio sign in 925 sterling silver, oxidized and set with blue enamel.","","","","","","","","","","","","","","","g","","4.31","","","","","","","draft"
"sagittarius-zodiac-charm","Sagittarius Zodiac Charm","<p style=""font-family: Inter, sans-serif;"">The Sagittarius sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue Enamel<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.54g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Zodiac, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB32-Sgr","3","shopify","16","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB32-Sgr.jpg","1","Sagittarius Zodiac Charm","FALSE","Sagittarius Zodiac Charm | Orloff of Denmark","The Sagittarius sign in 925 sterling silver, oxidized and set with blue enamel.","","","","","","","","","","","","","","","g","","4.31","","","","","","","draft"
"taurus-zodiac-charm","Taurus Zodiac Charm","<p style=""font-family: Inter, sans-serif;"">The Taurus sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue Enamel<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.54g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Zodiac, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB32-Tau","3","shopify","16","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB32-Tau.jpg","1","Taurus Zodiac Charm","FALSE","Taurus Zodiac Charm | Orloff of Denmark","The Taurus sign in 925 sterling silver, oxidized and set with blue enamel.","","","","","","","","","","","","","","","g","","4.42","","","","","","","draft"
"virgo-zodiac-charm","Virgo Zodiac Charm","<p style=""font-family: Inter, sans-serif;"">The Virgo sign in 925 sterling silver, oxidized and set with blue enamel. One of twelve in the zodiac series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue Enamel<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.54g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Zodiac, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB32-Vir","3","shopify","16","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB32-Vir.jpg","1","Virgo Zodiac Charm","FALSE","Virgo Zodiac Charm | Orloff of Denmark","The Virgo sign in 925 sterling silver, oxidized and set with blue enamel.","","","","","","","","","","","","","","","g","","4.31","","","","","","","draft"
"september-birthstone-charm-sapphire","September Birthstone Charm, Sapphire","<p style=""font-family: Inter, sans-serif;"">A 3mm sapphire set in oxidized 925 sterling silver. September's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm Sapphire<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-BL","2","shopify","20","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-BL.jpg","1","September Birthstone Charm, Sapphire","FALSE","September Birthstone Charm, Sapphire | Orloff of Denmark","A 3mm sapphire set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"october-birthstone-charm-tourmaline","October Birthstone Charm, Tourmaline","<p style=""font-family: Inter, sans-serif;"">A 3mm tourmaline set in oxidized 925 sterling silver. October's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm Tourmaline<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-F","2","shopify","20","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-F.jpg","1","October Birthstone Charm, Tourmaline","FALSE","October Birthstone Charm, Tourmaline | Orloff of Denmark","A 3mm tourmaline set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"august-birthstone-charm-peridot","August Birthstone Charm, Peridot","<p style=""font-family: Inter, sans-serif;"">A 3mm peridot set in oxidized 925 sterling silver. August's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm Peridot<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-G","2","shopify","20","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-G.jpg","1","August Birthstone Charm, Peridot","FALSE","August Birthstone Charm, Peridot | Orloff of Denmark","A 3mm peridot set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"december-birthstone-charm-turquoise","December Birthstone Charm, Turquoise","<p style=""font-family: Inter, sans-serif;"">A 3mm turquoise set in oxidized 925 sterling silver. December's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm Turquoise<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-L","2","shopify","20","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-L.jpg","1","December Birthstone Charm, Turquoise","FALSE","December Birthstone Charm, Turquoise | Orloff of Denmark","A 3mm turquoise set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"may-birthstone-charm-emerald","May Birthstone Charm, Emerald","<p style=""font-family: Inter, sans-serif;"">A 3mm emerald set in oxidized 925 sterling silver. May's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm Emerald<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-LV","2","shopify","20","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-LV.jpg","1","May Birthstone Charm, Emerald","FALSE","May Birthstone Charm, Emerald | Orloff of Denmark","A 3mm emerald set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"july-birthstone-charm-ruby","July Birthstone Charm, Ruby","<p style=""font-family: Inter, sans-serif;"">A 3mm ruby set in oxidized 925 sterling silver. July's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm Ruby<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-M","2","shopify","19","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-M.jpg","1","July Birthstone Charm, Ruby","FALSE","July Birthstone Charm, Ruby | Orloff of Denmark","A 3mm ruby set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"february-birthstone-charm-amethyst","February Birthstone Charm, Amethyst","<p style=""font-family: Inter, sans-serif;"">A 3mm amethyst set in oxidized 925 sterling silver. February's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm Amethyst<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-P","2","shopify","20","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-P.jpg","1","February Birthstone Charm, Amethyst","FALSE","February Birthstone Charm, Amethyst | Orloff of Denmark","A 3mm amethyst set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"june-birthstone-charm-alexandrite","June Birthstone Charm, Alexandrite","<p style=""font-family: Inter, sans-serif;"">A 3mm alexandrite set in oxidized 925 sterling silver. June's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm Alexandrite<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-PL","2","shopify","20","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-PL.jpg","1","June Birthstone Charm, Alexandrite","FALSE","June Birthstone Charm, Alexandrite | Orloff of Denmark","A 3mm alexandrite set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"march-birthstone-charm-aquamarine","March Birthstone Charm, Aquamarine","<p style=""font-family: Inter, sans-serif;"">A 3mm aquamarine set in oxidized 925 sterling silver. March's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm Aquamarine<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-Q","2","shopify","20","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-Q.jpg","1","March Birthstone Charm, Aquamarine","FALSE","March Birthstone Charm, Aquamarine | Orloff of Denmark","A 3mm aquamarine set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"january-birthstone-charm-garnet","January Birthstone Charm, Garnet","<p style=""font-family: Inter, sans-serif;"">A 3mm garnet set in oxidized 925 sterling silver. January's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm Garnet<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-R","2","shopify","20","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-R.jpg","1","January Birthstone Charm, Garnet","FALSE","January Birthstone Charm, Garnet | Orloff of Denmark","A 3mm garnet set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"april-birthstone-charm-white","April Birthstone Charm, White","<p style=""font-family: Inter, sans-serif;"">A 3mm white stone set in oxidized 925 sterling silver. April's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm White<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-W","2","shopify","20","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-W.jpg","1","April Birthstone Charm, White","FALSE","April Birthstone Charm, White | Orloff of Denmark","A 3mm white stone set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"november-birthstone-charm-yellow-topaz","November Birthstone Charm, Yellow Topaz","<p style=""font-family: Inter, sans-serif;"">A 3mm yellow topaz set in oxidized 925 sterling silver. November's birthstone, one of twelve in the series.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> 3mm Yellow Topaz<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Birthstone, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB33-X","2","shopify","20","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB33-X.jpg","1","November Birthstone Charm, Yellow Topaz","FALSE","November Birthstone Charm, Yellow Topaz | Orloff of Denmark","A 3mm yellow topaz set in oxidized 925 sterling silver.","","","","","","","","","","","","","","","g","","3.50","","","","","","","draft"
"openwork-hearts-charm-pink","Openwork Hearts Charm, Pink","<p style=""font-family: Inter, sans-serif;"">Cut-out hearts between bands of pink and white stones.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone: Pink & White<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB34","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB34.jpg","1","Openwork Hearts Charm, Pink","FALSE","Openwork Hearts Charm, Pink | Orloff of Denmark","Cut-out hearts between bands of pink and white stones.","","","","","","","","","","","","","","","g","","5.03","","","","","","","draft"
